Zip,Address,List Price,List  Date,Approx Living Area,Approx Total SqFt,Cond,Beds Total,Baths Full,Baths Half,DOM,Close Price,Close Date,SP$/SQFT
70124,5900 Louisville  St ,"$465,000",8/26/2022,"1,455","2,440",VRGD,3,2,0,61,"$440,000",11/29/2022,$302.41
70115,800 Valmont  St ,"$890,000",9/16/2022,"2,450","3,038",EXCE,3,2,1,42,"$875,000",11/29/2022,$357.14
70115,5930 Laurel  St ,"$840,000",10/31/2022,"1,839","2,390",VRGD,2,2,0,1,"$900,000",11/29/2022,$489.40
70119,822  N Alexander  St ,"$1,900,000",5/6/2022,"6,944","8,821",EXCE,7,5,2,183,"$1,725,000",11/30/2022,$248.42
70118,4117 Eagle  St ,"$290,000",6/29/2022,"2,400","2,600",EXCE,4,3,0,125,"$285,600",11/30/2022,$119.00
70124,7315 Beryl  St ,"$645,000",8/8/2022,"4,125","5,182",FAIR,5,3,1,76,"$609,375",11/30/2022,$147.73
70118,1512 Joliet  St ,"$335,000",9/12/2022,"1,243","1,308",VRGD,2,2,0,40,"$340,000",11/30/2022,$273.53
70115,5245 Coliseum  St ,"$835,000",9/13/2022,"1,763","1,931",EXCE,3,2,0,12,"$840,000",11/30/2022,$476.46
70115,3242 Annunciation  St ,"$555,000",10/17/2022,"1,586","1,732",VRGD,2,2,1,4,"$531,855",11/30/2022,$335.34
70115,1108 Milan  St ,"$499,000",10/20/2022,"1,185","1,415",EXCE,2,2,0,3,"$450,000",11/30/2022,$379.75
70125,1125  S Gayoso  St ,"$309,000",10/21/2022,"1,800","1,749",NEW,3,2,1,17,"$295,000",11/30/2022,$163.89
70125,6007 Craigie  Rd ,"$195,000",10/28/2022,"1,431","1,654",EXCE,3,2,0,4,"$195,000",11/30/2022,$136.27
70124,6502 Beauregard  Ave ,"$750,000",10/31/2022,"3,055","3,810",EXCE,4,3,0,7,"$735,000",11/30/2022,$240.59
70124,6160 Argonne  Blvd ,"$1,589,000",11/1/2022,"4,140","5,942",NEW,6,6,0,0,"$1,589,000",11/30/2022,$383.82
70118,1327 Webster  St ,"$1,685,000",10/18/2022,"3,602","5,651",VRGD,4,3,1,3,"$1,725,000",12/1/2022,$478.90
70124,501 Walker  St ,"$649,000",10/31/2022,"2,259","2,259",VRGD,3,3,0,4,"$649,000",12/1/2022,$287.30
70119,327  N Miro  St ,"$274,900",9/21/2022,"1,190","1,298",EXCE,3,3,0,35,"$260,000",12/2/2022,$218.49
70124,414 38th  St ,"$435,000",10/10/2022,"2,033","2,033",EXCE,3,3,0,3,"$435,000",12/2/2022,$213.97
70119,3525 Iberville  St ,"$739,000",10/20/2022,"2,183","2,444",EXCE,4,3,0,5,"$734,000",12/2/2022,$336.23
70125,17 Versailles  Blvd ,"$2,695,000",5/2/2022,"6,408","7,300",EXCE,6,5,2,158,"$2,375,000",12/5/2022,$370.63
70124,6245 Marshal Foch  St ,"$349,900",5/7/2022,"1,610","2,600",VRGD,3,2,1,81,"$280,000",12/5/2022,$173.91
70125,4815 Walmsley  Ave ,"$300,000",8/18/2022,968,"1,026",VRGD,2,1,0,64,"$290,000",12/5/2022,$299.59
70118,1105 State  St ,"$1,300,000",8/22/2022,"3,127","3,711",EXCE,4,3,1,49,"$1,280,000",12/5/2022,$409.34
70118,199 Audubon  Blvd ,"$1,995,000",9/6/2022,"5,075","5,284",EXCE,4,3,1,14,"$1,900,000",12/5/2022,$374.38
70119,2161 Hope  St ,"$175,000",10/17/2022,"1,432","1,558",FAIR,3,2,0,9,"$170,000",12/5/2022,$118.72
70115,3914 Coliseum  St ,"$599,000",10/18/2022,"1,609","1,725",EXCE,2,2,0,4,"$590,000",12/5/2022,$366.69
70124,229 28th  St ,"$675,000",10/19/2022,"2,302","2,680",EXCE,4,2,1,12,"$650,000",12/5/2022,$282.36
70119,1117  N Gayoso  St ,"$520,000",10/24/2022,"1,584","1,634",VRGD,3,2,0,3,"$500,000",12/5/2022,$315.66
70118,437 Walnut  St ,"$2,000,000",10/24/2022,"4,347","4,999",AVG,6,3,1,5,"$2,201,000",12/5/2022,$506.33
70118,7520 Dominican  St ,"$1,400,000",12/5/2022,"3,174","13,875",VRGD,3,3,0,0,"$1,400,000",12/5/2022,$441.08
70119,2427 Republic  St ,"$349,000",11/22/2022,"1,950","2,095",NEW,3,3,0,0,"$345,000",12/6/2022,$176.92
70119,129 North Solomon  St ,"$599,000",8/19/2022,"2,289","2,708",NEW,3,2,1,79,"$580,000",12/7/2022,$253.39
70119,2331 Lapeyrouse  St ,"$225,000",9/12/2022,925,"2,268",FAIR,2,2,0,32,"$162,000",12/7/2022,$175.14
70115,5829 Clara  St ,"$799,000",3/16/2022,"3,832","4,810",EXCE,7,3,1,133,"$769,000",12/8/2022,$200.68
70115,5429 Camp  St ,"$1,150,000",9/20/2022,"3,300","3,338",EXCE,5,2,1,34,"$1,125,000",12/8/2022,$340.91
70118,9320 Olive  St ,"$135,000",9/28/2022,"1,040","1,071",AVG,3,1,0,8,"$135,000",12/8/2022,$129.81
70118,1940 Cambronne  St ,"$649,000",11/10/2022,"2,450","2,450",EXCE,4,3,0,9,"$621,400",12/8/2022,$253.63
70124,6398 Bellaire  Dr ,"$569,000",9/6/2022,"1,963","2,503",EXCE,3,2,1,54,"$560,000",12/9/2022,$285.28
70125,4112  S Derbigny  St ,"$230,000",9/18/2022,"1,296","1,296",EXCE,4,2,0,49,"$227,000",12/9/2022,$175.15
70118,2321 State  St ,"$1,250,000",9/28/2022,"3,657","3,918",EXCE,4,4,1,47,"$1,100,000",12/9/2022,$300.79
70115,3512 Camp  St ,"$949,000",10/17/2022,"1,738","1,892",EXCE,3,2,0,7,"$911,605",12/9/2022,$524.51
70124,808 Weiblen  Pl ,"$425,000",10/19/2022,"1,803","2,027",VRGD,3,2,0,17,"$385,000",12/9/2022,$213.53
70119,3261 Derby  Pl ,"$389,000",11/3/2022,"1,520","2,110",VRGD,2,2,0,6,"$376,500",12/9/2022,$247.70
70124,6822 Catina  St ,"$449,000",11/5/2022,"1,623","3,502",EXCE,3,2,0,4,"$449,000",12/9/2022,$276.65
70115,1431 Eighth  St ,"$1,825,000",11/17/2022,"4,288","5,105",VRGD,3,3,0,3,"$1,700,000",12/9/2022,$396.46
70118,627 Webster  St ,"$485,000",12/9/2022,"1,478","1,562",FAIR,2,3,0,0,"$485,000",12/9/2022,$328.15
70115,4629 Willow  St ,"$630,000",10/3/2022,"2,549","2,958",NEW,3,2,1,53,"$620,000",12/10/2022,$243.23
70119,1667 Paul Morphy  St ,"$349,000",7/6/2022,"1,400","1,400",VRGD,2,2,0,122,"$349,800",12/12/2022,$249.86
70124,16 Stilt  St ,"$552,000",11/10/2022,"2,099","2,497",AVG,3,2,1,0,"$550,000",12/12/2022,$262.03
70115,920 Cadiz  St ,"$725,000",11/28/2022,"1,715","2,224",EXCE,2,2,0,4,"$755,000",12/12/2022,$440.23
70115,2035 Octavia  St ,"$1,400,000",12/12/2022,"3,144","3,660",VRGD,4,2,1,0,"$1,400,000",12/12/2022,$445.29
70115,714 Seventh  St ,"$250,000",9/15/2022,"1,772","1,772",FAIR,2,1,1,55,"$175,000",12/13/2022,$98.76
70115,2301 Delachaise  St ,"$275,000",11/8/2022,"1,273","1,273",EXCE,3,2,0,10,"$285,000",12/13/2022,$223.88
70124,22 Stilt  St ,"$779,000",11/10/2022,"3,137","3,719",EXCE,4,3,1,4,"$779,000",12/13/2022,$248.33
70125,3101 Nashville  Ave ,"$625,000",9/27/2022,"3,230","3,504",EXCE,4,2,1,24,"$625,000",12/14/2022,$193.50
70119,220 Helena  St ,"$495,000",10/17/2022,"1,607","1,768",EXCE,3,2,0,1,"$500,000",12/14/2022,$311.14
70118,6056 Annunciation  St ,"$839,000",10/4/2022,"2,020","2,100",EXCE,3,2,0,46,"$811,300",12/15/2022,$401.63
70119,3229 Saint Peter St  St ,"$289,000",10/14/2022,"1,050","1,050",VRGD,2,1,0,37,"$220,000",12/15/2022,$209.52
70125,3321 General Taylor  St ,"$265,000",9/1/2022,"1,457","1,635",VRGD,3,1,1,69,"$257,500",12/16/2022,$176.73
70124,6643 Fleur De Lis  Dr ,"$399,447",9/25/2022,"1,866","2,468",EXCE,3,2,0,37,"$415,000",12/16/2022,$222.40
70115,2202 Wirth  Pl ,"$850,000",11/1/2022,"3,298","4,638",EXCE,5,3,0,4,"$820,000",12/16/2022,$248.64
70118,1538 Short  St ,"$719,000",11/1/2022,"1,930","2,754",EXCE,3,2,0,13,"$684,000",12/16/2022,$354.40
70119,2735 Orleans  Ave ,"$339,000",11/7/2022,"1,350","1,350",EXCE,3,2,0,13,"$339,000",12/16/2022,$251.11
70124,6319 Colbert  St ,"$609,900",11/11/2022,"2,026","2,277",EXCE,4,2,0,6,"$609,900",12/16/2022,$301.04
70118,7713 Zimple  St ,"$310,000",11/21/2022,"1,393","1,481",VRGD,2,1,0,25,"$310,000",12/16/2022,$222.54
70124,6543 Bellaire  Dr ,"$579,000",9/19/2022,"2,266","2,588",EXCE,3,2,1,61,"$565,000",12/19/2022,$249.34
70125,2717/2719 Fern  St ,"$349,500",10/18/2022,"1,311","1,625",AVG,2,2,0,11,"$290,000",12/19/2022,$221.21
70115,422 9th  St ,"$465,000",11/17/2022,"1,112","1,334",EXCE,2,2,0,9,"$446,000",12/19/2022,$401.08
70118,323 Broadway  St ,"$1,599,000",6/22/2022,"4,206","4,990",EXCE,5,4,1,127,"$1,485,000",12/20/2022,$353.07
70118,1819 Joliet  St ,"$365,000",7/24/2022,"1,000","1,000",NEW,2,2,0,108,"$330,000",12/20/2022,$330.00
70119,3130 St Philip  St ,"$795,000",10/24/2022,"2,321","2,455",EXCE,4,3,0,37,"$772,000",12/20/2022,$332.62
70124,120 Ringold  St ,"$575,000",10/7/2022,"2,152","2,450",EXCE,3,3,0,11,"$575,000",12/21/2022,$267.19
70119,318  S Salcedo  St ,"$370,000",11/6/2022,"1,350","1,417",VRGD,3,2,0,45,"$370,000",12/21/2022,$274.07
70119,2622 Governor Nicholls  St ,"$185,000",11/9/2022,"1,720","1,816",FAIR,3,2,0,9,"$163,650",12/21/2022,$95.15
70124,6559 Canal  Blvd ,"$619,995",11/22/2022,"2,580","2,665",EXCE,4,3,1,7,"$619,995",12/21/2022,$240.31
70119,3125 Ponce De Leon  St ,"$799,000",6/16/2022,"2,468","2,922",EXCE,3,2,1,156,"$781,000",12/22/2022,$316.45
70118,2438 Mistletoe  St ,"$120,000",9/13/2022,"1,291","1,291",FAIR,3,1,1,83,"$100,000",12/22/2022,$77.46
70118,6035 Prytania  St ,"$1,250,000",10/14/2022,"3,357","4,076",VRGD,3,2,2,26,"$975,000",12/22/2022,$290.44
70124,401 22nd  St ,"$672,000",8/12/2022,"3,113","3,831",EXCE,4,2,1,102,"$644,000",12/23/2022,$206.87
70115,614 Valence  St ,"$599,000",11/29/2022,"1,775","1,775",EXCE,3,2,1,3,"$605,000",12/23/2022,$340.85
70124,6124 Marshal Foch  St ,"$460,000",10/4/2022,"1,360","1,601",VRGD,3,2,0,43,"$440,000",12/27/2022,$323.53
70118,7468 Pitt  St ,"$499,000",11/15/2022,"1,620","1,680",EXCE,3,2,1,12,"$480,000",12/27/2022,$296.30
70119,2930 Maurepas  St ,"$460,000",10/24/2022,"1,164","1,413",EXCE,2,1,0,28,"$457,900",12/28/2022,$393.38
70115,1664 Robert  St ,"$1,147,000",10/24/2022,"3,127","3,500",EXCE,5,3,1,22,"$1,150,000",12/28/2022,$367.76
70125,3413  S Galvez  St ,"$125,000",11/1/2022,"1,045","1,075",POOR,1,1,0,0,"$110,000",12/28/2022,$105.26
70115,4600 Magnolia  St ,"$374,500",7/20/2022,"1,088","1,166",EXCE,2,2,0,122,"$345,000",12/29/2022,$317.10
70115,5020 Annunciation  St ,"$394,999",8/2/2022,"1,080","1,178",EXCE,2,2,0,120,"$380,000",12/29/2022,$351.85
70115,3707 Annunciation  St ,"$659,900",9/9/2022,"2,270","2,477",EXCE,4,3,0,77,"$650,000",12/29/2022,$286.34
70125,4510  S Johnson  St ,"$439,000",6/3/2022,"3,603","3,814",AVG,4,3,1,146,"$418,000",12/30/2022,$116.01
70124,446 Crystal  St ,"$540,000",9/14/2022,"2,830","3,349",FAIR,4,3,0,89,"$480,000",12/30/2022,$169.61
70119,3035 Banks  St ,"$475,000",10/7/2022,"1,820","1,980",,3,2,,67,"$462,500",12/30/2022,$254.12
70119,142  N Alexander  St ,"$625,000",10/25/2022,"2,032","2,515",EXCE,4,3,0,41,"$620,000",12/30/2022,$305.12
70119,435  S Scott  St ,"$535,000",11/8/2022,"2,388","2,781",VRGD,5,2,0,27,"$515,000",12/30/2022,$215.66
70124,17 Maryland  Dr ,"$615,000",11/14/2022,"1,857","1,857",EXCE,3,2,0,17,"$590,000",12/30/2022,$317.72
70118,8934 Jeannette  St ,"$310,000",11/15/2022,"1,516","1,713",VRGD,3,2,0,10,"$315,000",12/30/2022,$207.78
70115,2124 Upperline  St ,"$495,000",11/28/2022,"1,384","1,524",EXCE,3,2,0,3,"$495,000",12/30/2022,$357.66
70115,2334 Jefferson  Ave ,"$465,000",12/16/2022,"2,219","4,900",FAIR,3,2,0,6,"$440,000",12/30/2022,$198.29
70119,1530  N Rocheblave  St ,"$399,000",11/17/2022,"1,650","1,750",EXCE,3,2,0,15,"$385,000",1/3/2023,$233.33
70119,947  N White  St ,"$399,000",11/21/2022,"1,404","1,889",EXCE,3,2,0,8,"$389,000",1/3/2023,$277.07
70124,5515 Jacquelyn  Ct ,"$849,000",5/31/2022,"4,100","4,734",EXCE,4,4,2,177,"$829,000",1/4/2023,$202.20
70115,4326 Danneel  St ,"$349,000",7/8/2022,"1,345","1,350",AVG,3,1,0,127,"$330,000",1/6/2023,$245.35
70115,4027 Tchoupitoulas  St ,"$249,900",9/6/2022,"1,057","1,269",FAIR,2,1,0,11,"$242,775",1/6/2023,$229.68
70124,138 30th  St ,"$511,000",9/29/2022,"1,803","1,912",EXCE,3,2,0,67,"$511,000",1/6/2023,$283.42
70124,5425 Hawthorne  Pl ,"$599,000",11/1/2022,"2,747","6,000",EXCE,3,3,1,1,"$599,000",1/6/2023,$218.06
70118,1806 Fern  St ,"$479,000",11/11/2022,"1,641","1,680",EXCE,3,2,0,20,"$479,000",1/6/2023,$291.90
70125,3701 State Street  Dr ,"$519,000",11/29/2022,"1,578","1,578",EXCE,3,2,0,8,"$519,000",1/6/2023,$328.90
70124,6929 Vicksburg  St ,"$1,199,000",9/26/2022,"3,250","4,020",NEW,4,3,0,73,"$1,140,000",1/9/2023,$350.77
70124,5815 Canal  Blvd ,"$399,000",6/10/2022,"2,816","3,587",EXCE,3,2,0,182,"$355,000",1/10/2023,$126.07
70118,8332 Apple  St ,"$125,000",6/21/2022,"1,728","1,890",AVG,3,2,0,135,"$100,000",1/10/2023,$57.87
70124,714 Emerald  St ,"$399,000",6/29/2022,"3,166","3,200",AVG,4,3,0,147,"$351,200",1/10/2023,$110.93
70118,1214 Burdette  St ,"$479,000",10/6/2022,"1,617","1,803",VRGD,3,2,0,59,"$469,000",1/10/2023,$290.04
70118,1327 Pine  St ,"$1,095,000",11/8/2022,"3,415","4,162",VRGD,5,4,0,2,"$1,090,000",1/10/2023,$319.18
70125,1317  S Telemachus  St ,"$114,000",12/8/2022,"1,237","1,357",AVG,3,2,0,6,"$110,000",1/10/2023,$88.92
70118,7916 Panola  St ,"$249,900",11/7/2022,"1,404","1,537",FAIR,2,2,0,13,"$212,500",1/12/2023,$151.35
70124,7017 Fleur De Lis  Dr ,"$589,000",11/9/2022,"2,200","2,460",EXCE,4,2,1,31,"$589,000",1/12/2023,$267.73
70124,111 Country Club  Dr ,"$550,000",9/9/2022,"2,289","2,289",EXCE,3,2,0,75,"$517,500",1/13/2023,$226.08
70119,3053 Dumaine  St ,"$739,000",10/25/2022,"2,160","2,571",EXCE,3,2,1,52,"$699,950",1/13/2023,$324.05
70124,729 Voisin  St ,"$465,000",10/27/2022,"1,457","1,965",VRGD,3,3,0,39,"$455,000",1/13/2023,$312.29
70119,3028 St Peter  St ,"$374,900",12/7/2022,"1,349","1,488",EXCE,3,2,0,5,"$374,900",1/13/2023,$277.91
70119,2403 Laharpe  St ,"$200,000",10/17/2022,"1,696","1,696",POOR,4,1,1,2,"$197,000",1/17/2023,$116.16
70119,1219  N Lopez  St ,"$749,000",11/17/2022,"4,375","8,494",POOR,6,3,0,18,"$700,000",1/17/2023,$160.00
70115,2420 Octavia  St ,"$485,000",9/6/2022,"1,800","3,858",VRGD,3,1,1,91,"$375,000",1/18/2023,$208.33
70125,1816  S Lopez  St ,"$385,000",9/28/2022,"1,547","2,131",EXCE,3,2,0,80,"$380,000",1/18/2023,$245.64
70124,5660 Ada  Pl ,"$525,000",12/3/2022,"2,318","2,444",VRGD,3,3,0,4,"$525,000",1/18/2023,$226.49
70119,1850 Moss  St ,"$425,000",12/27/2022,"1,086","1,126",EXCE,2,1,0,4,"$442,000",1/18/2023,$407.00
70115,2107 Milan  St ,"$1,295,000",11/3/2022,"3,227","4,166",EXCE,4,3,1,7,"$1,295,000",1/19/2023,$401.30
70115,731 Harmony  St ,"$565,000",11/4/2022,"1,668","1,989",EXCE,3,3,0,31,"$550,000",1/19/2023,$329.74
70125,3218 Milan  St ,"$235,000",9/8/2022,"1,057","1,379",EXCE,2,1,0,87,"$230,000",1/20/2023,$217.60
70118,7417 Pitt  St ,"$849,000",10/11/2022,"2,600","2,905",NEW,4,3,0,79,"$820,000",1/20/2023,$315.38
70125,7908 Nelson  St ,"$580,000",10/28/2022,"2,975","4,305",VRGD,5,3,0,38,"$580,000",1/20/2023,$194.96
70125,3539 Napoleon  Ave ,"$735,000",10/30/2022,"3,174","6,200",VRGD,4,2,1,49,"$720,000",1/20/2023,$226.84
70124,783 Jewel  St ,"$575,000",11/18/2022,"2,504","2,981",AVG,4,3,0,21,"$525,000",1/23/2023,$209.66
70124,6766 Argonne  Blvd ,"$475,000",12/13/2022,"1,731","2,067",EXCE,3,2,0,3,"$475,000",1/23/2023,$274.41
70118,6013 Tchoupitoulas  St ,"$875,000",10/31/2022,"2,178","2,788",EXCE,4,2,1,15,"$875,000",1/25/2023,$401.74
70115,1701 Jefferson  Ave ,"$1,775,000",12/7/2022,"4,012","5,778",VRGD,5,4,0,6,"$1,350,000",1/25/2023,$336.49
70115,2128 Peniston  St ,"$329,900",8/6/2021,"2,593","2,808",AVG,4,3,1,434,"$300,000",1/26/2023,$115.70
70115,3624 Annunciation  St ,"$595,000",7/11/2022,"2,255","2,390",EXCE,3,2,0,159,"$565,000",1/26/2023,$250.55
70124,6900 Bellaire  Dr ,"$799,000",7/22/2022,"2,896","3,614",NEW,4,3,0,167,"$768,000",1/26/2023,$265.19
70115,2415 General Taylor  St ,"$160,000",8/31/2022,"1,425","3,510",POOR,3,2,0,97,"$140,000",1/26/2023,$98.25
70118,1300 Leonidas  St ,"$199,000",12/20/2022,"1,898","1,898",POOR,2,1,0,37,"$224,000",1/26/2023,$118.02
70118,8911 Edinburgh  Dr ,"$150,000",10/20/2021,947,"1,107",,2,1,,439,"$135,500",1/27/2023,$143.08
70118,1300 Henry Clay  Ave ,"$1,899,999",4/19/2022,"5,000","5,662",VRGD,5,4,1,244,"$1,700,000",1/27/2023,$340.00
70118,1633 Monroe  St ,"$274,000",8/18/2022,"1,100","1,100",EXCE,2,2,0,134,"$260,000",1/27/2023,$236.36
70118,2213 Leonidas  St ,"$399,000",11/4/2022,"1,956","2,230",NEW,3,2,1,22,"$390,000",1/27/2023,$199.39
70124,506 French  St ,"$849,000",11/27/2022,"2,580","2,750",NEW,4,3,0,4,"$830,000",1/27/2023,$321.71
70115,724 General Taylor  St ,"$669,000",12/6/2022,"1,535","1,535",EXCE,2,2,1,10,"$655,700",1/27/2023,$427.17
70115,5706 Laurel  St ,"$840,000",12/14/2022,"1,950","1,950",VRGD,3,2,0,0,"$840,000",1/27/2023,$430.77
70115,1012 Jefferson  Ave ,"$900,000",12/5/2022,"2,550","3,250",AVG,5,2,0,10,"$830,000",1/30/2023,$325.49
70118,315 Webster  St ,"$1,625,000",2/27/2021,"4,117","4,454",NEW,4,3,1,21,"$1,580,100",1/31/2023,$383.80
70124,5855 Marcia  Ave ,"$535,000",7/5/2022,"3,025","3,602",VRGD,4,2,1,144,"$535,000",1/31/2023,$176.86
70125,4425 Elba  St ,"$270,000",7/20/2022,"1,406","1,542",VRGD,3,1,1,148,"$262,500",1/31/2023,$186.70
70115,4010 Laurel  St ,"$649,900",10/4/2022,"1,033","1,897",EXCE,3,3,0,90,"$630,000",1/31/2023,$609.87
70115,3951 Laurel  St ,"$840,000",11/9/2022,"2,167","2,455",EXCE,3,2,1,37,"$820,000",1/31/2023,$378.40
70125,4202  S Roman  St ,"$150,000",11/11/2022,"1,989","2,125",POOR,3,1,0,26,"$140,000",1/31/2023,$70.39
70119,3111 Pauger  St ,"$242,500",8/10/2022,"1,691","1,691",VRGD,4,2,0,121,"$232,000",2/1/2023,$137.20
70118,165 Broadway  St ,"$645,000",12/5/2022,"1,650","2,058",EXCE,3,2,0,24,"$599,000",2/1/2023,$363.03
70118,1614 Eagle  St ,"$419,000",7/19/2022,"1,661","1,845",NEW,3,2,1,162,"$400,000",2/3/2023,$240.82
70119,2080 Law  St ,"$199,900",10/20/2022,"1,184","1,240",EXCE,3,2,0,29,"$199,900",2/3/2023,$168.83
70119,224  S Clark  St ,"$735,000",11/9/2022,"2,743","3,530",EXCE,3,2,1,51,"$735,000",2/3/2023,$267.95
70124,764 Crystal  St ,"$539,500",1/9/2023,"2,331","2,890",AVG,3,2,0,2,"$510,000",2/3/2023,$218.79
70118,7620 Pearl  St ,"$550,000",1/9/2023,"1,340","1,521",EXCE,2,2,1,6,"$542,000",2/3/2023,$404.48
70118,274 Audubon  St ,"$730,000",12/3/2022,"3,040","3,679",VRGD,3,2,1,1,"$730,000",2/6/2023,$240.13
70119,126  S Pierce  St ,"$399,000",12/19/2022,"1,687","2,343",AVG,3,2,0,35,"$347,200",2/6/2023,$205.81
70124,6145 Argonne  Blvd ,"$799,000",7/19/2022,"3,470","4,900",EXCE,5,3,1,127,"$775,000",2/7/2023,$223.34
70118,8325 Willow  St ,"$158,000",6/19/2022,"1,310","1,310",FAIR,2,2,0,85,"$180,000",2/8/2023,$137.40
70125,4901  S Claiborne  Ave ,"$345,000",6/30/2022,"2,200","2,257",EXCE,3,2,0,176,"$350,000",2/9/2023,$159.09
70118,582 Audubon  St ,"$3,950,000",9/12/2022,"8,061","9,557",EXCE,6,6,1,94,"$3,300,000",2/10/2023,$409.38
70118,2030 Fern  St ,"$389,000",10/27/2022,"1,544","1,774",VRGD,3,1,1,75,"$383,000",2/10/2023,$248.06
70124,1 Heron  St ,"$1,339,000",11/3/2022,"4,283","4,998",EXCE,5,4,1,83,"$1,280,000",2/10/2023,$298.86
70115,4121 Carondelet  St ,"$550,000",11/17/2022,"1,778","1,905",AVG,2,2,0,51,"$525,000",2/10/2023,$295.28
70115,2539 Octavia  St ,"$875,000",12/29/2022,"4,205","4,400",VRGD,5,4,1,8,"$820,800",2/10/2023,$195.20
70118,333 Audubon  St ,"$1,250,000",12/6/2022,"1,924","2,115",EXCE,2,2,0,36,"$1,222,500",2/14/2023,$635.40
70118,4109 Hollygrove  St ,"$89,999",2/5/2023,"1,558","1,558",POOR,3,2,0,1,"$85,000",2/14/2023,$54.56
70124,6828 Louis Xiv  St ,"$760,000",8/1/2022,"2,932","3,225",EXCE,4,3,1,154,"$742,355",2/15/2023,$253.19
70124,6819 Louisville  St ,"$975,000",11/25/2022,"3,873","5,275",EXCE,5,2,1,44,"$910,000",2/16/2023,$234.96
70124,6681 Bellaire  Dr ,"$349,000",1/10/2023,"1,860","1,860",FAIR,3,2,0,23,"$375,000",2/16/2023,$201.61
70125,3424 Delachaise  St ,"$280,000",8/9/2022,"1,250","1,550",EXCE,3,2,0,153,"$280,000",2/17/2023,$224.00
70124,7051 Argonne  Blvd ,"$975,000",11/15/2022,"4,551","5,092",EXCE,5,4,1,61,"$947,500",2/17/2023,$208.20
70124,5501 Dayna  Ct ,"$675,000",1/27/2023,"2,615","3,221",EXCE,2,2,2,10,"$675,000",2/17/2023,$258.13
70115,4115 Laurel  St ,"$419,000",8/29/2022,"1,310","1,470",VRGD,3,2,0,132,"$419,000",2/22/2023,$319.85
70118,2029 Adams  St ,"$424,900",10/6/2022,"1,710","2,039",EXCE,4,2,0,104,"$415,000",2/22/2023,$242.69
70118,8221 Freret  St ,"$679,000",10/18/2022,"2,043","2,330",EXCE,3,2,1,84,"$653,000",2/23/2023,$319.63
70119,3216 St Ann  St ,"$499,000",10/25/2022,"1,600","1,600",EXCE,2,2,0,92,"$482,000",2/23/2023,$301.25
70118,6070 Chestnut  St ,"$1,200,000",1/17/2023,"3,213","3,584",VRGD,4,3,1,0,"$1,150,000",2/23/2023,$357.92
70125,9 Versailles  Blvd ,"$899,000",5/9/2022,"3,070","3,560",EXCE,4,3,1,248,"$865,000",2/24/2023,$281.76
70118,1626 General Ogden  St ,"$203,000",8/5/2022,"1,263","1,375",AVG,2,1,1,135,"$180,000",2/24/2023,$142.52
70118,1122 Burdette  St ,"$420,000",8/30/2022,"1,066","1,180",EXCE,2,1,1,151,"$420,000",2/24/2023,$394.00
70119,3331-29 Pauger  St ,"$199,999",9/8/2022,"2,173","6,428",FAIR,6,2,0,153,"$165,000",2/24/2023,$75.93
70124,6915 Fleur De Lis  Dr ,"$425,000",9/27/2022,"1,419","1,661",VRGD,3,2,1,119,"$415,000",2/24/2023,$292.46
70119,211 S White  St ,"$269,900",11/30/2022,914,"1,285",EXCE,2,1,0,53,"$269,900",2/24/2023,$295.30
70115,926 Valence  St ,"$625,000",12/15/2022,"1,548","1,668",EXCE,2,2,0,2,"$635,000",2/24/2023,$410.21
70115,3450 Laurel  St ,"$799,000",1/9/2023,"2,262","2,350",EXCE,3,2,1,3,"$800,000",2/24/2023,$353.67
70115,4525  S Saratoga  St ,"$515,000",1/13/2023,"1,581","1,983",VRGD,2,2,0,7,"$495,000",2/24/2023,$313.09
70124,6147 Catina  St ,"$425,000",1/26/2023,"1,463","1,803",EXCE,2,2,0,14,"$400,500",2/24/2023,$273.75
70124,6355 Colbert  St ,"$450,000",9/2/2022,"1,703","1,712",EXCE,4,2,0,138,"$425,000",2/27/2023,$249.56
70115,2229 Peniston  St ,"$549,000",9/20/2022,"2,122","2,333",NEW,3,2,1,106,"$539,000",2/27/2023,$254.01
70125,7916 Walmsley  Ave ,"$549,000",10/17/2022,"2,938","3,472",VRGD,3,3,1,96,"$533,000",2/27/2023,$181.42
70125,260 Audubon  Blvd ,"$879,000",11/21/2022,"4,856","5,871",VRGD,5,5,0,69,"$854,514",2/27/2023,$175.97
70124,466 Crystal  St ,"$595,000",1/10/2023,"2,205","3,017",EXCE,3,2,0,16,"$600,000",2/27/2023,$272.11
70115,2839 Laurel  St ,"$399,000",1/10/2023,"1,534","1,534",FAIR,3,2,0,15,"$300,000",2/27/2023,$195.57
70115,2843 Laurel  St ,"$399,000",1/10/2023,"1,467","1,775",POOR,2,1,0,21,"$270,000",2/27/2023,$184.05
70118,1028 Cambronne  St ,"$365,000",1/12/2023,"1,008","1,095",EXCE,2,1,0,2,"$376,000",2/27/2023,$373.02
70118,7804 Willow  St ,"$639,000",1/16/2023,"2,363","4,674",AVG,3,2,0,7,"$600,000",2/27/2023,$253.91
70119,326  S Gayoso  St ,"$150,000",7/19/2022,938,938,FAIR,2,1,0,168,"$100,000",2/28/2023,$106.61
70118,2029  S Carrollton  Ave ,"$1,499,000",9/27/2022,"4,504","5,616",EXCE,5,3,1,137,"$1,200,000",2/28/2023,$266.43
